Variable degree counts:
2	15
3	2306
4	2820
5	1974
6	1911
7	977
8	941
9	967
10	1064
11	194
12	402
13	39
14	35
15	1
16	531
17	6
18	167
19	244
20	297
21	280
22	61
23	46
24	108
25	1
26	298
27	221
28	386
29	208
30	42
31	16
32	213
33	12
34	321
35	108
36	171
37	44
38	67
39	35
40	152
41	168
42	93
43	58
44	252
45	11
46	142
47	41
48	26
49	1
50	154
51	111
52	24
53	183
54	37
55	34
56	202
57	24
58	38
59	173
60	146
61	2
62	103
63	135
64	1
65	84
66	128
67	163
68	96
69	11
70	35
71	1
72	61
73	100
74	52
75	151
76	126
77	49
78	88
79	15
80	135
81	45
82	81
83	78
84	24
85	68
86	77
87	49
88	49
89	21
90	86
91	101
92	29
93	87
94	8
95	2
96	44
97	13
98	111
99	60
100	82
101	52
102	106
103	14
104	65
105	54
106	83
107	65
108	37
109	54
110	52
111	29
112	43
113	69
114	58
115	45
116	16
117	41
118	51
119	5
120	55
121	28
122	45
123	92
124	38
125	41
126	83
127	60
128	76
129	35
130	22
131	86
132	83
133	80
134	33
135	27
136	42
137	39
138	83
139	44
140	76
141	3
142	45
143	36
144	60
145	17
146	75
147	32
148	27
149	14
150	44
151	66
152	72
153	20
154	41
155	57
156	64
157	15
158	57
159	71
160	1
161	67
162	39
163	60
164	25
165	58
166	10
167	13
168	5
169	16
170	43
171	54
172	49
173	6
174	10
175	27
176	2
177	39
178	3
179	51
180	2
181	37
182	21
183	12
184	2
185	25
186	8
187	19
188	24
189	25
190	27
191	18
192	42
193	17
194	6
195	19
196	14
197	3
198	32
199	32
200	9
201	46
202	27
203	27
204	33
205	4
206	8
207	48
208	14
209	38
210	44
211	51
212	52
213	34
214	2
215	35
216	34
217	18
218	35
219	42
220	38
221	18
222	28
223	10
224	1
225	1
226	23
227	32
228	35
229	5
230	4
231	2
232	22
233	46
234	3
235	45
236	13
237	20
238	44
239	40
240	32
241	24
242	16
243	35
244	24
245	24
246	36
247	2
248	7
249	17
250	8
251	34
252	34
253	41
254	14
255	32
256	19
257	43
258	27
259	18
260	6
261	30
262	16
263	40
264	8
265	11
266	27
267	25
268	12
269	18
270	28
271	4
272	27
273	29
274	17
275	20
276	1
277	39
278	18
279	36
280	32
281	20
282	22
283	19
284	7
285	26
286	20
287	32
288	19
289	5
290	10
291	7
292	24
293	17
294	7
295	11
296	1
297	8
298	7
299	7
300	3
301	25
302	20
303	28
304	7
305	25
306	7
307	35
308	3
309	21
310	37
311	10
312	31
313	34
314	36
315	16
316	30
317	18
318	3
319	31
320	5
321	10
322	23
323	29
324	28
325	32
326	19
327	34
328	19
329	27
330	13
331	9
332	2
333	3
334	31
335	14
336	7
337	5
338	31
339	4
340	13
341	22
342	11
343	32
344	21
345	30
346	18
347	3
348	32
349	1
350	23
351	14
352	1
353	13
354	23
355	5
356	11
357	6
358	9
359	6
360	27
361	1
362	31
363	2
364	3
365	27
366	3
367	1
368	2
369	5
370	10
371	7
372	7
373	20
374	5
375	13
376	30
377	17
378	28
379	20
380	12
381	26
382	12
383	11
384	29
385	19
386	13
387	11
388	24
389	11
390	4
391	12
392	8
393	9
394	23
395	14
396	12
397	27
398	2
399	20
400	16
401	13
402	28
403	1
404	5
405	3
406	6
407	24
408	20
409	11
410	14
411	20
412	12
413	1
414	21
415	17
416	20
417	10
418	1
419	4
420	18
421	10
422	25
423	11
424	22
425	9
426	12
427	10
428	20
429	5
430	19
431	3
432	24
433	1
434	21
435	18
436	18
437	12
438	6
439	22
440	10
441	1
442	20
443	3
444	8
445	25
446	12
447	22
448	20
449	19
450	13
451	23
452	7
453	14
454	8
455	19
456	13
457	25
458	4
459	22
460	7
461	3
462	1
463	14
464	17
465	10
466	16
467	16
468	9
469	13
470	21
471	12
472	11
473	3
474	18
475	22
476	15
477	7
478	2
479	7
480	5
481	9
482	1
483	11
484	2
485	11
486	14
487	15
488	2
489	9
490	8
491	1
492	15
493	13
494	4
495	13
496	8
497	19
498	5
499	7
500	5
750	1
996	1
1000	4
1001	4
Constraint degree counts:
3	8203
4	5951
5	4545
6	4
7	113
8	52
9	786
10	916
11	5
12	147
13	1023
14	143
15	555
16	80
17	96
18	591
19	459
20	915
21	706
22	347
23	726
24	229
25	480
26	490
27	468
28	72
29	522
30	473
31	412
32	632
33	219
34	133
35	99
36	283
37	453
38	73
39	1
40	212
41	595
42	6
43	458
44	50
45	49
46	38
47	71
48	47
49	483
50	55
51	96
52	28
53	217
54	25
55	11
56	24
57	55
58	170
59	114
60	225
61	102
62	151
63	16
64	137
65	9
66	125
67	25
68	353
69	30
70	343
71	93
72	75
73	126
74	329
75	131
76	75
77	96
78	321
79	267
80	137
81	216
82	124
83	279
84	49
85	28
86	37
87	83
88	109
89	133
90	1
91	136
92	7
93	234
94	98
95	188
96	110
97	97
98	232
99	51
100	83
101	220
102	5
103	45
104	109
105	65
106	207
107	12
108	128
109	7
110	130
111	154
112	134
113	92
114	21
115	206
116	91
117	19
118	128
119	97
120	66
121	43
122	47
123	135
124	56
125	88
126	88
127	43
128	88
129	75
130	28
131	151
132	1
133	1
134	72
135	19
136	14
137	153
138	52
139	110
140	44
141	64
142	9
143	151
144	157
145	8
146	13
147	47
148	40
149	139
150	119
151	21
152	149
153	66
154	45
155	71
156	52
157	53
158	97
159	109
160	140
161	1
162	44
163	139
164	144
165	15
166	11
167	149
168	59
169	62
170	123
171	106
172	1
173	11
174	102
175	112
176	65
177	30
178	68
179	1
180	83
181	22
182	24
183	132
184	52
185	124
186	136
187	10
188	12
189	32
190	116
191	100
192	26
193	8
194	28
195	93
196	115
197	18
198	40
199	85
200	19
201	19
202	1
203	99
204	27
205	52
206	54
207	65
208	97
209	74
210	100
211	109
212	49
213	48
214	92
215	49
216	30
217	78
218	78
219	104
220	74
221	29
222	1
223	77
224	70
225	38
226	86
227	46
228	71
229	109
230	75
231	106
232	86
233	69
234	97
235	13
236	9
237	56
238	28
239	59
240	79
241	76
242	84
243	4
244	1
245	58
246	10
247	45
248	49
249	102
500	21
501	35
990	6
991	22
992	5
