500	0	250
500	1	261.18
500	2	269.352
500	3	276.063
500	4	281.872
500	5	287.054
500	6	291.77
500	7	296.119
500	8	300.173
500	9	303.98
500	10	307.578
500	11	310.995
500	12	314.255
500	13	317.375
500	14	320.371
500	15	323.254
500	16	326.036
500	17	328.725
500	18	331.328
500	19	333.853
500	20	336.306
500	21	338.691
500	22	341.012
500	23	343.275
500	24	345.482
500	25	347.637
500	26	349.743
500	27	351.802
500	28	353.817
500	29	355.79
500	30	357.722
500	31	359.617
500	32	361.475
500	33	363.298
500	34	365.088
500	35	366.846
500	36	368.573
500	37	370.271
500	38	371.94
500	39	373.581
500	40	375.196
500	41	376.786
500	42	378.35
500	43	379.891
500	44	381.409
500	45	382.904
500	46	384.377
500	47	385.829
500	48	387.261
500	49	388.673
500	50	390.065
500	51	391.438
500	52	392.793
500	53	394.13
500	54	395.45
500	55	396.752
500	56	398.038
500	57	399.308
500	58	400.561
500	59	401.799
500	60	403.023
500	61	404.231
500	62	405.424
500	63	406.604
500	64	407.769
500	65	408.921
500	66	410.06
500	67	411.185
500	68	412.298
500	69	413.397
500	70	414.485
500	71	415.56
500	72	416.624
500	73	417.675
500	74	418.715
500	75	419.744
500	76	420.762
500	77	421.769
500	78	422.764
500	79	423.75
500	80	424.724
500	81	425.689
500	82	426.643
500	83	427.588
500	84	428.522
500	85	429.447
500	86	430.363
500	87	431.269
500	88	432.165
500	89	433.053
500	90	433.931
500	91	434.801
500	92	435.661
500	93	436.513
500	94	437.357
500	95	438.192
500	96	439.019
500	97	439.837
500	98	440.647
500	99	441.449
500	100	442.243
500	101	443.03
500	102	443.808
500	103	444.579
500	104	445.342
500	105	446.098
500	106	446.846
500	107	447.587
500	108	448.321
500	109	449.047
500	110	449.766
500	111	450.478
500	112	451.183
500	113	451.882
500	114	452.573
500	115	453.257
500	116	453.935
500	117	454.606
500	118	455.271
500	119	455.929
500	120	456.58
500	121	457.225
500	122	457.864
500	123	458.496
500	124	459.122
500	125	459.742
500	126	460.356
500	127	460.964
500	128	461.565
500	129	462.161
500	130	462.75
500	131	463.334
500	132	463.912
500	133	464.484
500	134	465.05
500	135	465.61
500	136	466.165
500	137	466.714
500	138	467.257
500	139	467.795
500	140	468.328
500	141	468.855
500	142	469.376
500	143	469.892
500	144	470.403
500	145	470.908
500	146	471.408
500	147	471.903
500	148	472.392
500	149	472.876
500	150	473.355
500	151	473.829
500	152	474.298
500	153	474.762
500	154	475.221
500	155	475.674
500	156	476.123
500	157	476.567
500	158	477.005
500	159	477.439
500	160	477.868
500	161	478.292
500	162	478.712
500	163	479.126
500	164	479.536
500	165	479.941
500	166	480.341
500	167	480.737
500	168	481.128
500	169	481.514
500	170	481.896
500	171	482.273
500	172	482.645
500	173	483.013
500	174	483.376
500	175	483.735
500	176	484.09
500	177	484.439
500	178	484.785
500	179	485.126
500	180	485.462
500	181	485.795
500	182	486.122
500	183	486.446
500	184	486.765
500	185	487.08
500	186	487.39
500	187	487.697
500	188	487.999
500	189	488.296
500	190	488.59
500	191	488.879
500	192	489.164
500	193	489.445
500	194	489.722
500	195	489.995
500	196	490.263
500	197	490.527
500	198	490.788
500	199	491.044
500	200	491.296
500	201	491.544
500	202	491.788
500	203	492.028
500	204	492.265
500	205	492.497
500	206	492.725
500	207	492.949
500	208	493.169
500	209	493.385
500	210	493.598
500	211	493.806
500	212	494.011
